,id,adult_males,subadult_males,adult_females,juveniles,pups,r_mean,g_mean,b_mean,r_std,g_std,b_std,r_max,g_max,b_max,r_min,g_min,b_min,r_kurtosis,g_kurtosis,b_kurtosis,r_skewness,g_skewness,b_skewness
722,722,19,6,164,7,109,124.731120078,130.890759524,132.36774531,36.0971779173,29.8526964466,25.699431604,255,255,255,13,23,19,0.947349196046,2.14644433823,3.54195500372,1.32938300865,1.41712227318,1.0120550237
723,723,8,0,41,5,45,101.810416988,108.576487676,110.609083897,32.6255541771,30.587078533,29.4352323047,255,255,255,40,35,31,3.97353475131,4.47683207633,5.2391100772,1.81083869981,1.7812519003,1.90014177768
724,724,6,40,4,87,0,140.763218092,143.74256688,144.674378455,35.2862948873,33.6805543158,32.9944866148,255,255,255,21,30,28,0.613529696645,1.06596323737,1.22145824077,0.428488326361,0.114705177477,-0.0995173374503
725,725,6,2,68,100,0,131.377110371,134.498199815,135.518985609,25.1517601741,20.796066793,18.7219321219,255,255,255,32,28,13,6.72303203545,6.07711370995,6.44324925589,1.6314849952,0.958843692016,0.680362182651
726,726,3,4,3,19,0,24.6791921892,38.0170674163,38.6833700634,35.4748533209,32.4331511197,31.804144982,255,255,255,1,2,1,14.2564408305,15.5069649395,16.2232732361,3.67660199918,3.7856355213,3.85869638045
727,727,13,6,103,18,66,113.92551009,120.070817989,122.209037965,75.0589985846,68.0645653689,63.8944385817,255,255,255,1,5,1,-1.39942879204,-1.2570203165,-1.0794390815,0.270905252482,0.362564448907,0.466812979405
728,728,13,4,104,11,77,138.525576363,138.377553597,137.78446717,23.0702479956,22.2552904323,21.5836004144,253,255,255,77,77,78,1.72561364193,3.22428450955,6.07569160625,0.796320405403,1.17009379028,1.78404358845
729,729,1,4,3,29,0,107.09640137,109.735467988,110.666140177,38.6372772756,35.6907322378,34.9049910806,255,255,255,19,17,13,3.11154472824,4.11381732325,4.38224787578,1.66867647142,1.79562974199,1.7658419038
730,730,1,3,0,0,0,118.848122233,128.010485687,129.436582766,60.1236701467,50.7263783777,47.5193655667,255,255,255,5,19,25,-1.0039886922,-0.600423451602,-0.247035533146,0.380115644049,0.475993824574,0.652340469805
731,731,4,0,12,0,8,121.235777757,122.629327307,117.219365806,39.0388949029,39.4177449575,43.3567432213,255,255,255,27,29,8,0.600330533174,0.604064657998,0.0140407533629,0.714485054284,0.562601216357,0.347129667426
732,732,4,8,0,0,0,137.434839129,142.290433055,144.862024555,47.2466264173,44.8581937083,42.3810582348,255,255,255,22,24,23,-0.0985980519835,0.197214284678,0.599106138659,0.93390873625,0.8236169164,0.744169769016
733,733,1,0,0,0,0,78.8945877879,94.9694186664,105.316756177,45.6369082074,38.6986841668,33.7846814005,255,255,255,2,15,7,2.70174903727,3.4666733367,4.02206987235,1.79127839536,1.7959222317,1.6069082205
734,734,1,1,0,0,0,131.782340451,135.223975443,127.613093658,43.1122808663,39.5718645454,43.8042364122,255,255,255,8,15,11,-0.618450104762,-0.25852993632,-0.308953214983,0.225136250169,0.341566287787,0.590524193061
735,735,0,3,9,0,0,144.808253454,148.93625361,149.857279638,49.2038907751,43.2750006288,41.011749439,255,255,255,28,29,26,-0.415458897501,-0.00619523016348,0.323725516796,0.790307947769,0.739502438934,0.665948491394
736,736,9,36,0,2,0,152.076598128,151.085558252,149.183427443,40.9289683088,42.3966194419,44.7043660767,255,255,255,19,20,21,0.363356778991,0.309087232217,0.108848661326,0.336009256555,0.199043519745,0.086883799229
737,737,2,3,0,0,0,128.238448509,136.52720273,138.269383078,62.0380354895,52.2362123519,49.336137929,255,255,255,8,7,13,-1.37267468448,-1.10816397234,-0.920411632115,0.157660201394,0.312860747292,0.42590421199
738,738,1,1,0,8,0,110.178405738,118.26165669,128.25713094,32.7094920604,30.9813296294,29.0530129732,255,255,255,33,26,24,6.84825560445,7.21773415132,7.09249232791,2.38756650064,2.38714163781,2.19114781903
739,739,4,6,1,0,1,118.86123623,121.756108767,119.299281337,23.6827406029,19.5673443527,22.2855978507,255,255,255,48,43,32,3.38277587136,5.7144871085,3.48839398229,1.41167413044,0.775518773319,0.306395713939
740,740,9,4,20,8,2,132.301054985,136.086884074,135.073599587,30.2150887272,25.0465247886,24.4366619006,255,255,255,8,19,21,1.99769062883,3.63809413041,3.75542182382,1.13592163181,0.921977110984,0.378290658006
741,741,32,5,228,38,176,127.370557814,130.37651594,130.579258396,31.1784139609,29.4036086431,26.79593929,255,255,255,27,27,29,1.7019162395,2.02503678529,2.76375620379,1.0512407997,0.844189661663,0.493208434354
742,742,6,1,23,6,14,91.2436407599,126.093646318,135.823653419,61.1796766267,45.1803019911,40.539914569,255,255,255,23,36,34,1.25025416137,2.00435889738,2.23957055913,1.62142950319,1.80586101598,1.83058417266
743,743,12,5,113,13,91,111.238770637,114.489781375,107.209276991,31.9228438774,30.7062658317,32.9837113899,255,255,255,25,28,20,2.04157331814,2.4049352148,2.51461089709,1.01242484455,0.916090340181,1.12557267281
744,744,6,3,51,498,0,111.115562509,116.922979066,117.840158121,51.2159730378,42.3291302162,39.5132537842,255,255,255,12,15,2,0.0235055454131,0.688699401813,1.29957885901,0.862008523599,0.971755590222,1.17685936158
745,745,32,10,270,30,183,117.501341667,121.536266867,119.772748846,39.2253566634,35.0081264856,35.9123203248,255,255,255,22,24,24,0.611358764871,2.19718184737,2.85733605758,0.75394274016,1.22328850196,1.36418744505
746,746,1,0,11,19,0,136.174583158,142.932461983,144.65742279,76.7905655944,71.1259262269,69.4942563432,255,255,255,17,21,17,-1.4584867558,-1.40146133334,-1.37899412393,0.350465646612,0.387902493885,0.409757754161
747,747,17,6,251,17,225,126.400992219,128.081030004,125.20170461,28.468981315,25.1954033009,24.5194052083,255,255,255,23,20,8,2.03079762705,2.87661722162,3.61641396393,1.07614681935,0.762320407194,0.268979689622
748,748,0,6,0,0,0,130.320739777,135.845377516,138.366372985,29.1074912816,27.0348704864,24.8700829937,255,255,255,25,28,32,2.67277070948,1.94674374743,1.89165508508,1.31270280651,0.667614571024,-0.133006525657
749,749,6,0,24,8,2,109.527234328,113.498722636,113.004562764,40.5801820051,37.3640336213,34.2935397223,255,255,255,12,18,18,-0.495129132998,-0.182128463869,0.658097510323,0.431626380405,0.330180403474,0.268399102783
750,750,5,1,9,7,0,127.305058086,135.184174728,138.763890574,19.6789949313,14.9633784838,13.3066065709,255,255,255,16,25,24,9.59508748858,21.2242973752,24.3915559542,1.77380921563,2.97895530232,2.45549259743
751,751,0,7,0,2,0,109.761183905,115.769509695,100.167902645,32.4459454979,28.1123196525,36.9001993395,255,255,255,36,45,18,2.11596855731,2.65574724008,0.882531638067,1.57803533633,1.53969682132,0.663886744277
752,752,6,1,16,6,12,105.731181464,109.670853634,108.744950949,68.5351631534,65.221123509,62.6544393093,255,255,255,1,7,6,-0.981517469625,-0.878539625654,-0.694424037,0.309424266165,0.340526934133,0.479067749003
753,753,8,1,35,19,18,110.270447543,113.702687612,108.995094408,56.1333863801,52.1509802356,50.0417061923,255,255,255,6,12,13,-0.9169184085,-0.819066506731,-0.639001802786,0.161324040266,0.206978530564,0.477358619035
754,754,2,0,19,31,0,103.891630229,122.171442629,135.420351456,60.2781767836,53.1415804225,48.2208285191,255,255,255,6,14,19,0.17103567471,0.320746214123,0.442870533245,1.02832835274,0.835132260954,0.525208375511
755,755,5,17,51,139,0,138.468969759,139.950487263,126.347990761,28.4623308614,25.4622213824,39.1681265313,255,255,255,31,27,17,1.6822509238,1.49734413882,-1.23878906616,0.46803088776,-0.761337049899,-0.367124920555
756,756,0,0,20,34,0,116.050318132,119.411413978,118.653131391,64.0753156914,58.7301806599,55.1221718978,255,255,255,7,11,9,-0.954240269606,-0.519702759698,0.197122367444,0.435853700187,0.622209792741,0.869381867208
757,757,1,0,0,0,0,110.212863984,122.718395666,131.318667157,33.3650252377,28.8271994984,26.5619370605,255,255,255,29,30,29,5.85454502069,7.04041536653,7.19847718447,2.35039741106,2.47085303776,2.27449245904
758,758,3,0,12,85,0,140.32409506,141.802215743,141.206027908,40.057523246,42.499535588,42.3275679151,255,255,255,2,17,5,0.522744734892,-0.0328304440546,-0.109346107979,-0.0158599815875,-0.52380484307,-0.478121733655
759,759,19,5,143,13,119,120.965219625,120.679619741,120.65840601,47.2911529068,45.1398060045,42.6195134557,254,255,255,10,11,14,-1.17754401733,-1.01748842561,-0.649506674792,0.039365515365,0.140364542912,0.307996151141
760,760,3,15,0,7,0,147.316242744,151.510367258,137.175014496,25.8473660233,25.7024291339,23.6307982388,255,255,255,39,52,20,0.612741179653,0.0620117390672,-0.387412393828,0.614941285335,0.105045116259,-0.219432738152
761,761,9,19,53,61,0,104.507369853,108.843471084,109.557586684,68.3430998081,67.3192845893,69.6458503265,243,247,249,1,1,1,-1.05144056228,-0.968009184248,-0.950417527836,0.596171877544,0.656159160115,0.679849137087
762,762,2,2,2,0,0,134.281765359,139.797753318,140.457831189,23.3049889512,17.9663560398,15.0057259993,255,255,253,38,40,31,6.07484373347,6.91813433078,8.77878125482,2.34288226684,1.73712098417,-0.807964889249
763,763,0,1,0,74,0,134.117836614,135.006578737,135.041770566,16.8690591656,17.1600395555,18.0536275315,255,255,255,24,25,27,13.5432408921,10.5034869658,9.7000950463,1.69725246059,-0.294892697316,-1.28104603913
764,764,4,4,26,2,7,99.4796291634,102.115654569,101.360763149,50.2663124921,47.8588604982,47.0561158582,255,255,255,2,8,2,0.358883360602,0.677206067789,1.13405007696,0.795066783535,0.902207809404,1.0751224025
765,765,0,1,20,19,0,105.728626465,111.927029214,112.884948053,48.028713732,44.2483944564,42.8576414764,255,255,255,11,15,15,1.1118375081,1.5353475534,1.93292723152,1.30349209319,1.25062475067,1.14301806226
766,766,1,1,1,0,0,136.066131377,141.510112597,142.716021371,32.9661084323,27.6167359672,23.7041454067,255,255,255,43,49,45,-0.938000955806,-0.740609604479,-0.0917589627779,0.666595155412,0.692883075136,0.686985118284
767,767,6,7,53,14,0,118.856854916,124.967815062,112.329442148,58.5165915831,55.3178240939,51.2134759231,255,255,255,1,6,2,-0.735199731401,-0.678802456631,-0.822872893505,-0.467572232603,-0.552200325141,0.106163051518
768,768,2,1,0,0,0,127.402829456,130.968892272,127.884270275,41.3812359057,36.6222688297,32.1131295653,248,249,251,18,25,17,-0.978366927489,-0.651750196774,1.09014331638,0.446847841405,0.498787039013,0.971525613091
769,769,12,0,161,15,130,131.231222579,133.460998482,131.088395356,23.6927155817,23.9506840614,26.9184511239,255,255,255,48,48,38,3.63834474742,1.67422706373,0.469158311045,1.38322828093,0.368117557681,0.121808114067
770,770,1,4,24,5,0,79.3635641254,84.2811703235,85.7557905641,57.2194306816,56.5764096263,57.9118964058,243,245,247,1,2,2,-0.0970517502431,0.164699110454,0.32128121307,0.989153233589,1.0399583603,1.08053214669
771,771,7,1,113,28,0,127.98785085,133.585655435,135.662474696,21.5636029763,18.7524622824,18.2883878544,255,255,255,30,29,29,11.6833806309,14.9386986921,14.649258534,2.87984867726,2.66938954003,1.59661066734
772,772,0,1,0,1,0,110.479452193,113.430911505,112.669001999,26.4137967023,25.7596934709,26.0207713389,255,255,255,22,24,19,4.35877335074,4.21172903648,3.25197305672,1.40124103506,0.933731227335,0.312541379487
773,773,28,8,213,5,138,123.141896845,124.873954022,126.228895416,59.4838075016,59.2246311464,58.0871136606,255,255,255,10,14,7,-0.582639130654,-0.423923081948,-0.260633052763,0.703871905756,0.755577432993,0.800683089704
774,774,20,0,139,12,114,164.934983381,171.105511998,168.283676447,86.7268087699,73.2999682466,63.0762841417,255,255,255,6,16,22,-1.65645491479,-1.66044823888,-1.56433744644,-0.356056094029,-0.272793071778,-0.0961796775234
775,775,3,4,51,4,49,130.925059521,139.686897412,144.407671256,41.5454875739,33.5473182481,28.2882703983,255,255,255,72,87,91,-1.32410982218,-1.22580289447,-0.976752551843,0.461594092326,0.420375570013,0.626592701455
776,776,3,2,25,2,29,121.693629091,124.133944379,124.498173732,31.6534681713,27.8334714469,26.5290244063,255,255,255,42,48,46,-0.919277100135,-0.761656358505,-0.733875085672,0.358303116063,0.379016223651,0.417277272051
777,777,2,3,0,0,0,130.787210106,136.12327278,129.321707617,22.5098670496,21.1427782091,22.3457186095,255,255,255,51,53,55,2.42797384013,2.10580074315,2.59734635197,1.36301212342,1.08547578716,0.698918659402
778,778,2,3,0,1,0,139.284551703,142.346583184,142.609618211,33.6966139673,27.4276631039,23.6396627896,255,255,255,32,32,33,2.57559976199,2.88396698378,3.42457768636,1.58288050833,1.27824396211,0.513318597022
779,779,1,0,0,0,0,134.414909452,137.894047421,138.205075031,16.831406972,17.139357444,18.8365639939,255,255,255,48,52,48,10.984848062,7.9701419477,4.74949595146,2.34576582137,1.07262315514,-0.654921675568
780,780,0,0,3,3,0,131.416539027,131.594503225,131.446548771,47.6215204347,47.1033218711,46.9382933261,255,255,255,25,11,11,0.322007747765,0.434269587505,0.451133580646,1.12357327245,1.08801593089,1.05322506441
781,781,3,1,43,7,0,127.401997585,136.261666599,144.449092929,22.9565089709,21.4525573958,20.4354097527,255,255,255,22,37,47,1.2728084457,1.01445022976,1.16098271204,-0.688003871048,-0.875601324113,-1.05286268047
782,782,0,3,95,22,0,145.764262426,164.407343027,169.537679152,60.0772121666,46.4161612228,40.1350194976,255,255,255,21,29,28,-1.00351481991,-0.668427483096,-0.335324487055,0.634849233216,0.283809993508,0.181733999663
783,783,17,8,88,18,10,139.260927201,141.103766985,141.127372704,27.5560025137,27.9857250152,28.1126948303,255,255,255,26,26,18,3.66962557421,2.69121942235,2.64241361749,1.18417612547,0.269888590242,0.0348475920354
784,784,11,5,211,211,0,141.463266462,157.477222763,145.352730556,59.2404037789,49.4887870672,50.3700905822,255,255,255,5,10,4,-0.944573752906,0.123126914608,0.344635412943,0.165589117616,-0.212684147466,0.0463320775927
785,785,41,8,288,22,230,96.7798430218,101.346104036,103.126172166,52.2012234914,47.5111132638,42.3064952024,246,247,252,2,5,8,-0.925935678602,-0.592546337135,0.303276712784,0.569958962959,0.660230308439,0.8964121391
786,786,1,2,0,0,0,129.152932706,129.885347896,126.464250764,20.1456017171,16.7976566666,20.3433325225,255,255,253,29,35,7,6.55439928328,5.43628258195,5.62178578794,1.67376696625,0.903987048766,-1.50657406282
787,787,3,4,0,10,0,132.47520843,137.072777229,110.342833794,34.848787965,32.737112,37.7336603149,255,255,255,23,22,24,0.0149439589046,0.677425693516,0.371744379359,0.121639887774,-0.407640968761,0.942210010862
788,788,4,19,12,5,0,125.440175106,127.297562007,132.099198075,38.2848179117,38.0380660775,36.5148184371,255,255,255,22,25,32,0.643929404394,0.648611434839,0.83316210358,0.904778515991,0.535755306683,0.110938847335
789,789,3,2,23,1,18,121.414068257,122.932238584,120.638073358,56.6670597946,58.1149863229,60.7437757979,255,255,255,19,16,11,-0.313594678917,-0.24263814197,-0.160240789179,0.854948712057,0.860691730234,0.888811827495
790,790,7,2,41,4,36,120.842617407,128.423361516,131.553733025,32.6353452132,28.4688844517,27.9720388354,255,255,255,38,37,33,1.74349513328,2.93950411316,3.01937221396,1.20820580248,1.34441935233,1.33019610569
791,791,4,4,37,3,26,94.8672711058,100.81965155,94.4544900208,51.2738992077,45.6034114202,43.8682703309,255,255,255,1,8,2,-0.355544256646,0.154446426263,1.09260960552,0.445299882987,0.552196210928,1.0705582946
792,792,10,0,49,1,42,99.0523970324,103.851748858,104.348276749,45.2052080056,41.9758306292,39.82842864,255,255,255,9,10,8,0.255319090684,0.650344524276,1.60062344473,0.689494013112,0.771080753823,1.04597058562
793,793,11,5,8,0,0,100.872359386,103.343235188,98.8808096689,44.6031890356,42.2167399561,41.2811171919,255,255,255,2,8,3,-0.469214454894,-0.363954951878,-0.144974369158,-0.0107232752433,0.00654524219021,0.196751493007
794,794,4,3,89,106,0,88.7135173047,97.4383872211,103.054000267,65.8879350404,66.1691717795,69.2982944497,211,216,225,3,9,8,-1.40739077516,-1.47791470556,-1.50349049026,0.444218699627,0.380987562268,0.356668847956
795,795,3,0,8,0,1,122.357337551,131.447379323,136.721196248,18.7595701449,16.5388450713,16.2034993222,255,255,255,32,30,28,15.7655372069,12.990281418,9.65370747781,3.06091551222,2.05784869257,0.0874479102699
796,796,1,0,1,8,0,136.092052522,138.206344505,138.120052504,30.5057518424,30.0990674717,29.8641348679,255,255,255,25,27,22,4.24370459805,3.46362245794,3.30427810519,1.16149478839,-0.197547050367,-0.954261699659
797,797,1,0,0,0,0,103.322048242,121.679175367,133.68620776,56.5385224131,46.4565333793,38.358574567,255,255,255,17,29,27,-0.219782386172,0.0496800526249,0.463846112507,0.96281487866,0.924477676354,0.689657448093
798,798,2,1,0,1,0,146.346108905,146.877996101,147.418373165,59.0842049788,62.6944009692,62.4740250599,255,255,255,16,18,13,-0.896287848143,-0.982376560448,-0.942188417404,0.567824388033,0.474679261608,0.458809313715
799,799,4,12,13,74,3,111.116193812,114.675190737,110.152177688,38.6885078479,34.9350604951,38.7694840613,255,255,255,16,20,10,-0.0748683973864,0.394849863452,-0.140238240117,0.679387236746,0.533194137612,0.0765953168142
800,800,1,1,0,0,0,32.8598434934,42.0099860196,45.5981842166,44.307465508,41.0527462051,39.3409541667,232,236,239,1,1,1,3.80122420329,4.01414806965,4.20583418074,2.14233962405,2.17368983857,2.18634927761
801,801,9,3,56,30,57,125.493019023,130.491351586,100.489076206,36.7405783874,33.2284427067,46.5990701129,255,255,255,20,19,3,0.25069696284,1.29295804187,-0.0965697211302,0.410270122141,0.131224458184,0.817464750973
802,802,11,6,48,54,12,98.5509083439,107.901124451,113.410787384,71.8199784739,65.4716291193,61.0923011318,255,255,255,6,10,8,-0.709178537816,-0.536873922382,-0.304508576273,0.834031700626,0.896939826181,0.97113365762
803,803,21,10,258,40,151,134.189145561,131.626679759,129.103770434,63.0502404795,66.1617722773,67.9766704506,255,254,255,12,13,12,-1.29127089932,-1.41231715051,-1.43197030766,-0.0354685271867,-0.0457482185709,0.0355142587432
804,804,6,1,56,52,0,108.052962131,111.809173344,111.591140824,33.9119495502,31.1231666221,29.1680641503,255,255,255,13,22,13,4.23329329629,5.22037470449,6.52359202387,2.13650878305,2.26188258724,2.3216306028
805,805,12,1,60,14,32,130.494523193,133.707508555,133.599122943,34.178785817,32.2551486645,30.2450620399,255,255,255,26,30,29,1.86362649805,2.01004673081,2.16107560214,1.21336221248,0.946776140008,0.564643335759
806,806,5,12,14,4,10,139.483872606,140.057212515,139.713068341,55.3587768131,56.0779907641,55.7509833143,255,255,255,24,26,22,-0.999848343866,-0.918626101001,-0.739342882158,0.514812201329,0.443296408533,0.456090268242
807,807,7,0,57,7,56,112.618220339,116.851737319,117.423373392,28.0564949892,24.5872475745,23.2190570624,255,255,255,61,53,37,2.80196176115,3.35766923943,3.80990471386,1.47285336221,1.49943848828,1.54953606777
808,808,1,0,0,0,0,137.188289688,157.312497303,144.271245672,53.97391831,44.1217204192,44.9181720801,255,255,255,5,14,7,-0.621900715704,0.619338228256,1.20033309813,0.487106669571,0.0810454838364,0.336315034015
809,809,3,0,48,43,1,129.857798914,133.015449498,134.677124736,19.1648012875,16.4547601322,13.6247757144,255,255,255,31,38,43,11.9126238734,13.9967275151,14.9447897548,2.98179492966,3.02427219921,2.09183937217
810,810,15,4,68,28,20,133.850506907,137.706911694,134.45384674,38.2226716217,37.2304258801,40.5580080238,255,255,255,12,14,14,1.5974713916,1.88158922158,1.28207003371,1.03175515867,0.766440146722,0.468515649533
811,811,7,5,12,0,0,131.525954598,141.908118953,149.975612853,19.2828141341,17.2488626929,16.6948126465,255,255,255,37,28,26,7.12245341356,7.44372923872,7.39154653587,1.60667132522,1.17605178034,0.0986920081672
812,812,3,0,16,3,0,124.660658803,130.270133319,132.709272678,21.7731238076,19.5191295644,18.6094812331,255,255,255,38,42,38,7.95518710316,8.73064065557,7.77335634118,2.19366264597,1.59513094828,0.144593559941
813,813,1,3,6,21,0,88.5255758044,95.8574208689,98.6447809882,70.8452935791,70.6411372556,72.1597497561,242,244,247,1,1,1,-0.674290329474,-0.707461922053,-0.74560290495,0.912831760062,0.901877604255,0.882545503578
814,814,1,6,0,6,0,138.626589057,141.252958834,142.501411638,29.4108492579,28.4585647536,31.528958101,255,255,255,33,34,34,4.82684597236,5.37465809925,3.09648065187,1.94022244985,1.63075386247,0.810464900004
815,815,5,3,2,4,0,51.4690908911,53.2791225978,53.6944287708,42.7685723272,41.9941137163,41.9022590647,255,255,255,7,5,4,6.89536490867,7.52651184713,7.94963676328,2.62829544645,2.76259030037,2.83585504809
816,816,3,0,35,33,0,87.4823845185,105.320776267,119.22635616,73.5843490734,64.379277594,57.4197549937,255,255,255,13,21,26,-0.192163736226,-0.000936827808713,0.211154821677,1.15306951048,1.2132348055,1.22644137572
817,817,4,5,26,39,0,62.8299582751,77.7476940021,84.2553020066,61.9077379424,54.5012898609,51.2304831428,255,255,255,1,2,4,1.75101973403,2.4218916817,2.82173672289,1.68989027559,1.84891493344,1.92997796535
818,818,1,0,4,7,0,145.452199326,149.150759593,149.535471657,44.4352777608,40.4989429454,38.8190171752,255,255,255,19,23,15,-0.170161313281,0.309214637772,0.674167362025,0.244441538451,0.0897229699609,-0.0423462106305
819,819,2,0,0,0,0,127.004198055,131.914076653,130.819841867,28.6561410284,24.0409227708,22.5462774234,255,255,255,7,17,16,2.5807694828,3.32357425962,3.79251029339,1.63067161024,1.35390818082,-0.190908780542
820,820,4,3,44,4,41,125.04235242,132.866002161,128.100368896,38.6605156392,33.9148848379,32.05801157,255,255,255,33,34,29,0.72345059188,1.10155087198,2.44523554683,1.01174691283,0.981169252315,1.11478748172
821,821,1,0,3,2,0,135.382066028,142.239913981,143.706606348,30.3821800073,26.0876233002,24.96417583,255,255,255,42,45,40,0.143144972632,0.367739494943,0.950703399862,1.12710747607,1.09258343456,0.692756600721
822,822,30,10,305,12,210,145.154807274,146.878811414,143.070635742,50.2636684484,49.8788110462,48.9856457397,255,255,255,13,19,14,-0.692885377666,-0.618328046173,-0.545714910925,-0.0204287278245,-0.0446740362885,0.270636775242
823,823,2,10,29,12,0,86.2774366056,89.2235461785,88.829829896,39.5274986113,36.5056161723,34.9282978209,255,255,255,4,6,3,1.0950672672,1.43872479801,2.01890818437,1.28009559028,1.28566109815,1.32470453707
824,824,2,4,0,0,0,146.018293397,149.059474707,137.02156581,32.3970391317,34.8912887366,36.7408932755,255,255,255,17,21,12,2.21374896992,1.56303901117,0.75622644614,-0.0277720487534,-0.324458349953,-0.143902762758
825,825,3,1,0,1,0,89.9698088415,117.67103445,136.510561306,58.1753544318,44.3160832572,36.0430122884,255,255,255,9,18,23,0.502099652491,1.23756215636,1.85240788033,1.35729964763,1.46161148291,1.18147284831
826,826,0,2,3,0,0,116.776451183,121.328353466,123.243892968,49.9376084884,47.0654341821,44.5579690224,255,255,255,24,23,24,-0.328889649907,-0.151844005859,0.24880546641,0.93454940547,0.952554488316,0.991030421505
827,827,8,7,4,0,0,93.0687783674,106.33238275,117.933688582,56.3263481123,48.2221216025,40.0402499957,255,255,255,7,15,17,-0.186395601469,0.231461085685,0.989536181869,1.01566818612,1.0921223831,1.05791858821
828,828,15,9,49,4,35,92.8704107652,100.390117961,105.057725152,65.4019929397,59.57512515,55.6083053196,255,255,255,4,12,10,-0.510581263317,-0.167088619571,0.269901776521,0.854445391186,0.987312615958,1.11029561139
829,829,4,3,15,9,8,66.6845361139,66.507689651,66.2153493002,43.8695390765,44.18658795,44.7347156355,255,255,255,3,6,1,5.78365245062,6.52859380539,6.79602599897,2.45552735554,2.60970721408,2.62909584338
830,830,2,10,4,32,0,85.1963329387,88.1130448137,89.2580037945,27.1196258049,23.1357021745,21.1356954023,255,255,255,7,12,1,11.1161355195,11.0288067394,10.3911864275,2.88054215924,2.13277479811,1.21552182067
831,831,3,2,6,1,0,91.0683670302,100.34238735,104.834551907,50.6304804159,56.4006970069,59.4025464172,241,241,245,9,12,10,-0.243605101241,-0.861652262795,-1.02997120807,0.824634821998,0.617817504585,0.507405919527
832,832,0,4,0,18,0,113.19538981,117.897989855,119.391430602,32.2418164076,32.6633487562,34.5305979505,255,255,255,12,17,16,5.43919321528,4.74352455547,3.65375049329,2.17457418909,1.65468822208,0.957718224102
833,833,22,3,226,43,215,139.822353592,141.670891426,141.797316672,31.083798806,24.8146575447,21.5460042891,255,254,253,39,30,11,1.49643073508,2.23070818396,3.50910251293,1.23640214613,0.253390310171,-0.530428570306
834,834,0,7,0,1,0,132.612123894,132.453014278,131.194359085,28.1853503798,30.0033105933,32.0424602181,255,255,255,39,35,35,-0.355767680276,-0.41386882789,-0.614871753974,-0.132634821355,-0.327202619887,-0.300959873528
835,835,4,6,1,2,0,110.177925092,117.154328889,102.839145048,34.0658521481,31.1888057404,36.9853027053,255,255,255,31,34,33,3.02658517269,3.0461454774,1.81632685627,1.90449118667,1.76007862572,1.36872969122
836,836,2,3,3,1,0,117.89902468,126.605736684,131.263769302,24.45567415,25.5082147733,26.1504575064,255,255,255,32,26,28,9.00844904678,7.06707782485,6.09786462879,2.36378476416,1.27254239775,0.696300665128
837,837,1,0,3,4,0,118.447779923,121.899811776,122.140125483,24.5921656015,25.7357674421,25.9267359133,255,255,255,29,22,23,6.50445460912,4.26547427153,4.11231819831,1.62848756594,0.62771536201,0.311884789428
838,838,11,28,2,5,0,92.0018852824,94.8696280381,96.8599887239,32.987350032,28.6812718413,25.6613748133,255,255,255,16,19,19,4.52715339919,5.71583388602,7.2852761281,2.16413306659,2.25741061982,2.11903197182
839,839,4,1,1,1,0,127.205857403,138.60646673,147.42589769,9.70818036159,9.59668655026,10.7096977087,255,255,255,33,39,41,60.6519815252,43.9526985205,30.8086483807,4.23050870511,0.990264156785,-2.00166659983
840,840,2,3,47,14,0,108.044261861,123.384729463,134.284031901,37.6887462956,33.8785592118,31.2398103683,255,255,255,27,30,37,4.46387433036,4.30990864037,4.01455669681,2.156279994,1.93133865443,1.54206610578
841,841,3,6,0,26,0,105.773346124,111.231626703,114.357282756,43.4858204099,38.7212369462,35.6993534614,255,255,255,13,15,10,1.23899585683,1.6689030803,2.14967830322,1.15690036893,1.11983679829,1.10060075325
842,842,2,4,6,4,0,117.11635056,121.697015081,122.703500443,38.342941638,36.5607020083,36.1027696337,255,255,255,22,24,24,3.02541490895,3.39663569293,3.43243293369,1.87856801843,1.90097385312,1.72678725059
843,843,3,0,6,4,0,103.469366803,113.581433793,119.021797372,66.2818477954,58.4441353756,52.9618557335,255,255,255,3,7,8,-0.921435845799,-0.660314413224,-0.157518784877,0.560895566043,0.614264041662,0.714551739718
844,844,9,7,5,4,0,118.799315666,125.286200706,128.586252363,23.127996596,21.7247961163,21.9072804044,255,255,255,25,25,24,11.5702507042,11.8998984584,10.6257703664,2.67554475411,1.9589845342,0.906405794609
845,845,8,1,9,16,0,110.951553253,115.434118614,115.755809614,43.0609668912,39.3346934235,35.8777228542,252,251,251,16,20,19,-0.418879059199,-0.158349350067,0.304268012215,0.771917521987,0.727562022648,0.606536790297
846,846,1,1,13,3,0,127.048173262,135.081886999,139.877152774,41.7647574764,37.2553774873,33.6634125765,255,255,255,17,25,26,1.16285193923,1.49547400651,2.01495614102,1.34691675265,1.29754359541,1.18576258735
847,847,27,3,227,46,151,96.053599274,98.5183261299,100.38442177,40.898365476,35.4997612357,30.0838900779,255,255,255,7,15,15,0.729343468182,1.49848602498,3.40311436852,1.33771305631,1.46405534239,1.69969937739
848,848,1,1,5,23,0,138.433900153,140.432416742,139.085741111,28.096089958,26.8289439258,26.6599317622,255,255,255,27,32,24,3.16912260078,2.91200262973,2.36160833654,1.0299152815,0.227674354909,-0.639356706606
